Property_ID,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
809,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
810,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
811,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
812,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
813,C (all),Grvl,No_Feature,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm
814,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
815,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
816,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
817,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
818,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
819,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
820,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
821,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
822,RM,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm
823,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
824,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
825,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
826,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN
827,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
828,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
829,RL,Pave,No_Feature,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
830,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
831,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
832,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
833,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
834,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
835,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
836,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
837,RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
838,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
839,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
840,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
841,RH,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
842,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
843,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
844,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
845,RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
846,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm
847,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
848,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
849,RL,Pave,No_Feature,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm
850,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm
851,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
852,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
853,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
854,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
855,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
856,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
857,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm
858,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
859,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
860,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm
861,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
862,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
863,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
864,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
865,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
866,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
867,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
868,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
869,RL,Pave,No_Feature,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm
870,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
871,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
872,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
873,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
874,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
875,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
876,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
877,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm
878,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
879,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
880,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
881,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
882,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm
883,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
884,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
885,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
886,FV,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm
887,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
888,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
889,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
890,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
891,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
892,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
893,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
894,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm
895,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm
896,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
897,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
898,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
899,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
900,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
901,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
902,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
903,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
904,RL,Pave,No_Feature,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm
905,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
906,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
907,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
908,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
909,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm
910,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
911,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
912,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm
913,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
914,RH,Pave,No_Feature,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
915,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
916,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
917,C (all),Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
918,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
919,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
920,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
921,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
922,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
923,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
924,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
925,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
926,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
927,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
928,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
929,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
930,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
931,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
932,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
933,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm
934,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm
935,RL,Pave,No_Feature,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm
936,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
937,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
938,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
939,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
940,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
941,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
942,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm
943,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
944,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm
945,RL,Pave,No_Feature,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm
946,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
947,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
948,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
949,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
950,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
951,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
952,RH,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
953,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
954,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm
955,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
956,RH,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
957,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm
958,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
959,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
960,FV,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
961,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
962,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm
963,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm
964,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
965,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
966,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
967,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
968,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
969,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
970,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
971,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
972,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
973,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
974,FV,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
975,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr
976,FV,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
977,RL,Pave,No_Feature,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm
978,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
979,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm
980,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
981,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
982,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
983,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
984,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
985,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
986,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
987,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm
988,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
989,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
990,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
991,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
992,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm
993,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
994,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
995,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm
996,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm
997,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
998,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm
999,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
1000,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1001,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
1002,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
1003,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm
1004,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn
1005,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1006,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1007,RL,Pave,No_Feature,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
1008,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1009,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
1010,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
1011,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1012,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1013,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1014,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1015,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
1016,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1017,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1018,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm
1019,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm
1020,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1021,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1022,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1023,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1024,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1025,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
1026,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1027,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
1028,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
1029,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
1030,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
1031,RH,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
1032,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm
1033,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
1034,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1035,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1036,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
1037,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
1038,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1039,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1040,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1041,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
1042,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
1043,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1044,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1045,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm
1046,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
1047,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
1048,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1049,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
1050,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm
1051,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1052,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1053,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
1054,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm
1055,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1056,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1057,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1058,RL,Pave,No_Feature,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm
1059,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1060,RL,Pave,No_Feature,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm
1061,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
1062,C (all),Grvl,No_Feature,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
1063,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1064,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
1065,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
1066,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm
1067,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1068,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
1069,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1070,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1071,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1072,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
1073,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
1074,RL,Pave,No_Feature,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm
1075,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1076,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
