Property_ID,TotalBsmtSF,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2
1253,864,510,0,354,1,0,TA,TA,No,BLQ,Unf
1254,1192,125,1031,36,1,0,TA,TA,Gd,LwQ,ALQ
1255,746,0,0,746,0,0,Gd,TA,No,Unf,Unf
1256,884,425,0,459,0,0,TA,Fa,No,LwQ,Unf
1257,1986,1314,0,672,1,0,Gd,TA,Gd,GLQ,Unf
1258,864,0,0,864,0,0,Fa,TA,No,Unf,Unf
1259,856,655,0,201,1,0,Gd,TA,Gd,GLQ,Unf
1260,1054,602,438,14,1,0,Gd,TA,No,ALQ,LwQ
1261,841,0,0,841,0,0,Gd,TA,No,Unf,Unf
1262,1050,504,0,546,0,0,TA,TA,No,Rec,Unf
1263,1104,0,0,1104,1,0,TA,TA,Av,Unf,Unf
1264,764,0,0,764,0,0,TA,TA,No,Unf,Unf
1265,1405,266,0,1139,1,0,Gd,TA,No,GLQ,Unf
1266,691,450,0,241,1,0,Gd,TA,No,GLQ,Unf
1267,925,0,0,925,0,0,TA,TA,No,Unf,Unf
1268,2002,0,0,2002,0,0,Ex,TA,Gd,Unf,Unf
1269,728,192,0,536,0,0,TA,TA,Mn,Rec,Unf
1270,874,460,0,414,0,0,TA,TA,No,BLQ,Unf
1271,1332,1258,0,74,2,0,Gd,TA,Gd,GLQ,Unf
1272,1489,0,0,1489,0,0,TA,TA,No,Unf,Unf
1273,935,560,375,0,1,0,TA,TA,No,BLQ,LwQ
1274,1019,719,0,300,1,0,TA,TA,Av,ALQ,Unf
1275,661,0,0,661,0,0,TA,TA,No,Unf,Unf
1276,928,220,0,708,0,0,TA,TA,No,Rec,Unf
1277,723,593,0,130,0,1,TA,Gd,No,BLQ,Unf
1278,1680,528,0,1152,1,0,Gd,TA,Av,ALQ,Unf
1279,1128,804,0,324,1,0,Gd,TA,No,GLQ,Unf
1280,698,0,0,698,0,0,TA,TA,No,Unf,Unf
1281,1573,788,0,785,1,0,Gd,TA,No,GLQ,Unf
1282,1309,1053,0,256,1,0,Gd,TA,No,ALQ,Unf
1283,1040,532,144,364,0,0,Gd,TA,Mn,LwQ,Rec
1284,912,0,0,912,0,0,TA,TA,Av,Unf,Unf
1285,804,0,0,804,0,0,TA,TA,No,Unf,Unf
1286,780,0,0,780,0,0,TA,TA,No,Unf,Unf
1287,1328,569,81,678,1,0,TA,TA,No,ALQ,Rec
1288,1624,812,0,812,0,1,TA,TA,Av,Rec,Unf
1289,1501,1158,0,343,1,0,Gd,TA,No,GLQ,Unf
1290,1085,0,0,1085,0,0,Gd,TA,Mn,Unf,Unf
1291,1152,1014,0,138,1,0,TA,TA,Av,GLQ,Unf
1292,630,231,0,399,0,0,TA,TA,No,ALQ,Unf
1293,994,0,0,994,0,0,TA,TA,No,Unf,Unf
1294,832,194,0,638,0,0,Gd,TA,No,GLQ,Unf
1295,864,167,0,697,1,0,TA,TA,No,Rec,Unf
1296,1052,1016,0,36,1,0,TA,TA,Av,BLQ,Unf
1297,1120,776,0,344,1,0,TA,TA,Mn,ALQ,Unf
1298,547,547,0,0,1,0,Gd,TA,Gd,GLQ,Unf
1299,6110,5644,0,466,2,0,Ex,TA,Gd,GLQ,Unf
1300,1246,340,906,0,1,0,TA,TA,No,LwQ,Rec
1301,978,694,0,284,0,0,Gd,TA,No,GLQ,Unf
1302,771,547,0,224,0,0,TA,TA,No,BLQ,Unf
1303,1165,740,0,425,1,0,Gd,TA,No,GLQ,Unf
1304,1616,0,0,1616,0,0,Gd,TA,Av,Unf,Unf
1305,976,0,0,976,0,0,Gd,TA,No,Unf,Unf
1306,1652,1572,0,80,1,0,Ex,TA,No,GLQ,Unf
1307,1368,0,0,1368,0,0,Gd,TA,No,Unf,Unf
1308,990,746,0,244,1,0,Gd,Gd,No,ALQ,Unf
1309,924,144,608,172,1,0,TA,TA,No,GLQ,ALQ
1310,1278,1200,0,78,1,0,Gd,TA,No,GLQ,Unf
1311,1902,1406,0,496,1,0,Gd,TA,Av,GLQ,Unf
1312,1274,925,0,349,1,0,Gd,TA,No,GLQ,Unf
1313,1453,482,0,971,0,0,Ex,TA,No,GLQ,Unf
1314,1393,0,0,1393,0,0,Gd,TA,No,Unf,Unf
1315,948,732,0,216,1,0,TA,TA,No,Rec,Unf
1316,952,500,276,176,0,0,Fa,TA,Mn,ALQ,LwQ
1317,1622,0,0,1622,1,0,Ex,TA,Gd,Unf,Unf
1318,1352,0,0,1352,0,0,Ex,Gd,No,Unf,Unf
1319,1753,0,0,1753,0,0,Gd,TA,Gd,Unf,Unf
1320,864,492,0,372,0,0,TA,TA,No,ALQ,Unf
1321,1478,189,661,628,1,0,TA,TA,No,ALQ,Rec
1322,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1323,750,674,0,76,1,0,Gd,TA,No,GLQ,Unf
1324,420,280,0,140,0,0,TA,TA,No,LwQ,Unf
1325,1795,0,0,1795,0,0,Ex,TA,Av,Unf,Unf
1326,796,0,0,796,0,0,TA,Fa,No,Unf,Unf
1327,544,544,0,0,0,0,TA,TA,No,Rec,Unf
1328,816,641,0,175,0,1,TA,TA,No,ALQ,Unf
1329,1510,493,0,1017,0,0,Gd,TA,No,LwQ,Unf
1330,935,0,0,935,0,0,Gd,TA,No,Unf,Unf
1331,1588,0,0,1588,0,0,Gd,Gd,Av,Unf,Unf
1332,911,483,0,428,0,0,TA,TA,Av,ALQ,Unf
1333,816,690,0,126,1,0,TA,TA,Mn,ALQ,Unf
1334,803,0,0,803,0,0,TA,TA,No,Unf,Unf
1335,765,765,0,0,0,0,TA,TA,No,LwQ,Unf
1336,1350,686,0,664,0,1,Gd,TA,No,ALQ,Unf
1337,1656,0,0,1656,0,0,TA,TA,No,Unf,Unf
1338,693,0,0,693,0,0,TA,TA,No,Unf,Unf
1339,916,700,0,216,1,0,Gd,TA,No,GLQ,Unf
1340,864,360,0,504,0,0,TA,TA,Mn,Rec,Unf
1341,858,0,0,858,0,0,TA,TA,No,Unf,Unf
1342,1114,814,0,300,1,0,Gd,TA,No,GLQ,Unf
1343,1284,0,0,1284,0,0,Gd,TA,No,Unf,Unf
1344,896,0,0,896,0,0,TA,TA,No,Unf,Unf
1345,728,0,0,728,0,0,Gd,TA,No,Unf,Unf
1346,960,250,0,710,0,0,TA,TA,No,ALQ,Unf
1347,1568,297,68,1203,0,0,TA,TA,No,BLQ,Rec
1348,1732,80,0,1652,1,0,Ex,TA,Gd,GLQ,Unf
1349,1482,1443,0,39,1,0,Gd,TA,Gd,GLQ,Unf
1350,684,259,0,425,0,0,TA,Fa,No,LwQ,Unf
1351,1248,500,0,748,1,1,TA,TA,No,LwQ,Unf
1352,858,319,0,539,0,0,TA,TA,No,Rec,Unf
1353,698,0,0,698,0,0,TA,TA,No,Unf,Unf
1354,2033,816,0,1217,1,0,Gd,TA,Av,GLQ,Unf
1355,992,735,0,257,1,0,Gd,TA,No,GLQ,Unf
1356,570,0,0,570,0,0,TA,TA,No,Unf,Unf
1357,864,340,0,524,0,0,TA,TA,No,Rec,Unf
1358,1078,734,0,344,1,0,TA,TA,No,GLQ,Unf
1359,756,378,0,378,0,0,Gd,TA,No,GLQ,Unf
1360,1980,1447,0,533,1,0,Ex,TA,Av,GLQ,Unf
1361,612,0,0,612,0,0,TA,Fa,No,Unf,Unf
1362,1530,1274,0,256,1,0,Ex,TA,Av,ALQ,Unf
1363,715,0,0,715,0,0,TA,Fa,No,Unf,Unf
1364,616,0,0,616,0,0,Gd,TA,No,Unf,Unf
1365,600,0,0,600,0,0,Gd,TA,No,Unf,Unf
1366,814,533,0,281,1,0,Gd,TA,No,GLQ,Unf
1367,873,633,0,240,1,0,Gd,TA,No,GLQ,Unf
1368,757,548,173,36,0,0,TA,TA,No,ALQ,Rec
1369,848,685,0,163,1,0,Gd,TA,Av,GLQ,Unf
1370,1657,370,972,315,1,0,Gd,TA,Av,BLQ,GLQ
1371,840,315,105,420,0,0,TA,TA,No,ALQ,Rec
1372,992,831,0,161,1,0,TA,TA,Av,BLQ,Unf
1373,1108,975,0,133,1,0,Gd,TA,Av,GLQ,Unf
1374,2633,1282,0,1351,1,0,Ex,TA,Gd,GLQ,Unf
1375,1026,0,0,1026,0,0,Gd,TA,No,Unf,Unf
1376,1571,0,0,1571,0,0,Gd,TA,Gd,Unf,Unf
1377,768,384,0,384,0,0,Gd,TA,Mn,Rec,Unf
1378,984,408,420,156,0,0,TA,TA,No,LwQ,BLQ
1379,483,309,0,174,0,0,TA,Fa,No,BLQ,Unf
1380,384,0,0,384,0,0,Gd,TA,No,Unf,Unf
1381,864,203,0,661,1,0,TA,Fa,No,Rec,Unf
1382,1205,865,0,340,0,0,TA,TA,Mn,BLQ,Unf
1383,596,0,0,596,1,0,Fa,TA,No,Unf,Unf
1384,816,0,0,816,0,0,TA,TA,No,Unf,Unf
1385,560,204,0,356,0,0,TA,TA,Mn,Rec,Unf
1386,796,735,0,61,1,0,TA,TA,No,BLQ,Unf
1387,1392,790,469,133,1,0,Gd,TA,No,BLQ,LwQ
1388,714,168,546,0,0,0,TA,TA,No,Rec,LwQ
1389,1746,1320,0,426,1,0,Ex,TA,Gd,GLQ,Unf
1390,735,375,0,360,0,1,TA,Gd,No,ALQ,Unf
1391,1525,1400,0,125,1,0,Gd,TA,Av,GLQ,Unf
1392,1584,0,0,1584,0,0,TA,TA,No,Unf,Unf
1393,864,769,0,95,1,0,TA,TA,Av,ALQ,Unf
1394,482,0,0,482,0,0,Fa,TA,No,Unf,Unf
1395,1356,1070,0,286,1,0,Gd,TA,Av,GLQ,Unf
1396,1094,0,0,1094,0,0,Gd,Gd,Gd,Unf,Unf
1397,747,353,334,60,1,0,TA,TA,Av,BLQ,Rec
1398,939,0,0,939,0,0,TA,TA,Mn,Unf,Unf
1399,1208,180,352,676,1,0,TA,TA,No,Rec,BLQ
1400,976,264,0,712,0,0,TA,TA,No,BLQ,Unf
1401,862,0,0,862,0,0,TA,TA,No,Unf,Unf
1402,839,759,0,80,1,0,TA,TA,No,GLQ,Unf
1403,1286,0,0,1286,0,0,Gd,Gd,Av,Unf,Unf
1404,1485,929,0,556,1,0,Gd,TA,Gd,GLQ,Unf
1405,672,0,0,672,0,0,TA,TA,No,Unf,Unf
1406,1594,1373,0,221,1,1,Ex,TA,Gd,GLQ,Unf
1407,768,656,0,112,1,0,Gd,TA,Av,GLQ,Unf
1408,833,625,0,208,1,0,TA,TA,No,ALQ,Unf
1409,622,0,0,622,0,0,Fa,TA,No,Unf,Unf
1410,791,0,0,791,0,0,Gd,TA,No,Unf,Unf
1411,944,666,0,278,1,0,Gd,TA,No,GLQ,Unf
1412,856,120,0,736,0,0,TA,TA,No,BLQ,Unf
1413,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1414,1844,976,0,868,1,0,Gd,Gd,No,GLQ,Unf
1415,833,0,0,833,0,0,TA,TA,No,Unf,Unf
1416,1386,988,0,398,0,1,Gd,TA,No,ALQ,Unf
1417,777,0,0,777,0,0,TA,TA,No,Unf,Unf
1418,1284,781,0,503,1,0,Gd,TA,Mn,GLQ,Unf
1419,1144,25,872,247,1,0,TA,TA,No,BLQ,Rec
1420,1844,1110,0,734,1,0,TA,TA,Av,Rec,Unf
1421,708,404,0,304,0,0,TA,TA,No,ALQ,Unf
1422,1069,360,0,709,0,0,Gd,TA,No,ALQ,Unf
1423,848,686,0,162,1,0,Gd,TA,Av,GLQ,Unf
1424,697,0,0,697,0,0,Gd,TA,Av,Unf,Unf
1425,1024,457,374,193,1,0,TA,TA,No,ALQ,Rec
1426,1252,0,0,1252,0,0,TA,TA,No,Unf,Unf
1427,1223,1000,0,223,1,0,Gd,TA,No,GLQ,Unf
1428,913,580,0,333,1,0,TA,TA,No,BLQ,Unf
1429,788,510,0,278,1,0,TA,TA,No,BLQ,Unf
1430,1440,678,0,762,0,0,Gd,TA,No,BLQ,Unf
1431,732,0,0,732,0,0,Gd,Gd,Av,Unf,Unf
1432,958,958,0,0,0,0,Gd,TA,No,LwQ,Unf
1433,656,0,0,656,0,0,TA,TA,No,Unf,Unf
1434,936,0,0,936,1,0,Gd,TA,No,Unf,Unf
1435,1126,936,0,190,1,0,TA,TA,No,ALQ,Unf
1436,1319,0,0,1319,1,0,TA,TA,No,Unf,Unf
1437,864,616,0,248,0,0,TA,TA,No,ALQ,Unf
1438,1932,1336,0,596,1,0,Ex,TA,Av,GLQ,Unf
1439,912,600,0,312,1,0,TA,TA,No,GLQ,Unf
1440,539,315,110,114,0,0,TA,TA,No,GLQ,Rec
1441,588,0,0,588,0,0,Ex,TA,No,Unf,Unf
1442,848,697,0,151,1,0,Gd,TA,Av,GLQ,Unf
1443,1017,765,0,252,1,0,Ex,TA,Av,GLQ,Unf
1444,952,0,0,952,0,0,TA,TA,No,Unf,Unf
1445,1422,0,0,1422,0,0,Gd,TA,Av,Unf,Unf
1446,814,187,627,0,1,0,TA,TA,Gd,LwQ,Rec
1447,1188,593,0,595,0,0,TA,TA,No,Rec,Unf
1448,1220,1079,0,141,1,0,Gd,TA,No,GLQ,Unf
1449,560,0,0,560,0,0,Fa,TA,No,Unf,Unf
1450,630,553,0,77,1,0,Gd,TA,Av,GLQ,Unf
1451,896,0,0,896,0,0,Gd,TA,No,Unf,Unf
1452,1573,0,0,1573,0,0,Gd,TA,No,Unf,Unf
1453,547,547,0,0,1,0,Gd,TA,Gd,GLQ,Unf
1454,1140,0,0,1140,0,0,Gd,TA,No,Unf,Unf
1455,1221,410,0,811,1,0,Gd,TA,No,GLQ,Unf
1456,953,0,0,953,0,0,Gd,TA,No,Unf,Unf
1457,1542,790,163,589,1,0,Gd,TA,No,ALQ,Rec
1458,1152,275,0,877,0,0,TA,Gd,No,GLQ,Unf
1459,1078,49,1029,0,1,0,TA,TA,Mn,GLQ,Rec
1460,1256,830,290,136,1,0,TA,TA,No,BLQ,LwQ
