Id,SalePrice,LotFrontage,LotArea,GrLivArea,TotalSF,YearBuilt,YearRemodAdd,HouseAge,YearsSinceRemodel,MoSold,YrSold
1262,128900,80.0,9600,1050,2100,1956,1956,53,53,6,2009
1263,161500,69.0,11250,1788,2892,1957,1989,52,20,11,2009
1264,180500,60.0,13515,1824,2588,1919,1950,88,57,7,2007
1265,181000,34.0,4060,1337,2742,1998,1999,10,9,8,2008
1266,183900,35.0,3735,1452,2143,1999,1999,7,7,3,2006
1267,122000,60.0,10120,1889,2814,1910,1950,97,57,1,2007
1268,378500,89.0,13214,2018,4020,2008,2009,2,1,5,2010
1269,381000,69.0,14100,3447,4175,1935,1997,73,11,5,2008
1270,144000,78.0,11344,1524,2398,1958,1958,49,49,7,2007
1271,260000,69.0,23595,1524,2856,1979,1979,31,31,4,2010
1272,185750,69.0,9156,1489,2978,1968,1968,41,41,8,2009
1273,137000,69.0,13526,935,1870,1965,1965,41,41,11,2006
1274,177000,124.0,11512,1357,2376,1959,2006,49,2,5,2008
1275,139000,53.0,5362,1250,1911,1910,2003,97,4,11,2007
1276,137000,95.0,11345,1920,2848,1948,1950,59,57,7,2007
1277,162000,69.0,12936,1395,2118,1972,1972,37,37,12,2009
1278,197900,69.0,17871,1724,3404,1967,1976,42,33,6,2009
1279,237000,75.0,9473,2031,3159,2002,2002,6,6,3,2008
1280,68400,60.0,7500,1128,1826,1920,1950,90,60,4,2010
1281,227000,67.0,9808,1573,3146,2002,2002,7,7,3,2009
1282,180000,50.0,8049,1339,2648,1990,1990,16,16,7,2006
1283,150500,61.0,8800,1040,2080,1977,2008,32,1,9,2009
1284,139000,94.0,9400,1824,2736,1971,1971,39,39,4,2010
1285,169000,50.0,9638,2447,3251,1919,1990,91,20,3,2010
1286,132500,50.0,6000,1412,2192,1939,1950,70,59,5,2009
1287,143000,69.0,9790,1328,2656,1963,1963,47,47,6,2010
1288,190000,69.0,36500,1582,3206,1964,1964,42,42,6,2006
1289,278000,40.0,5664,1659,3160,2000,2000,9,9,10,2009
1290,281000,86.0,11065,1970,3055,2006,2006,0,0,10,2006
1291,180500,69.0,14112,1152,2304,1964,1964,46,46,4,2010
1292,119500,21.0,1680,1302,1932,1972,1972,37,37,2,2009
1293,107500,60.0,6600,2372,3366,1892,1965,117,44,12,2009
1294,162900,78.0,10140,1664,2496,1976,1976,30,30,3,2006
1295,115000,60.0,8172,864,1728,1955,1990,51,16,4,2006
1296,138500,70.0,8400,1052,2104,1968,1968,38,38,11,2006
1297,155000,80.0,8700,1128,2248,1963,1963,45,45,12,2008
1298,140000,35.0,3675,1072,1619,2005,2006,1,0,6,2006
1299,160000,313.0,63887,5642,11752,2008,2008,0,0,1,2008
1300,154000,75.0,7500,1246,2492,1959,1994,51,16,5,2010
1301,225000,69.0,10762,1983,2961,1999,1999,10,10,5,2009
1302,177500,69.0,7500,1494,2265,1942,1950,67,59,11,2009
1303,290000,92.0,10120,2526,3691,1994,1994,12,12,12,2006
1304,232000,73.0,8688,1616,3232,2005,2005,1,1,4,2006
1305,130000,32.0,3363,1708,2684,2004,2004,2,2,4,2006
1306,325000,108.0,13173,1652,3304,2006,2007,3,2,11,2009
1307,202500,48.0,6955,1368,2736,2005,2006,1,0,9,2006
1308,138000,60.0,8072,990,1980,1994,1995,15,14,5,2009
1309,147000,100.0,12000,1122,2046,1948,2005,60,3,5,2008
1310,179200,69.0,7153,1294,2572,1991,1991,17,17,6,2008
1311,335000,100.0,17500,1902,3804,1959,2002,51,8,5,2010
1312,203000,68.0,8814,1274,2548,2005,2007,2,0,1,2007
1313,302000,69.0,9572,2810,4263,1990,1990,17,17,6,2007
1314,333168,108.0,14774,2599,3992,1999,1999,11,11,5,2010
1315,119000,60.0,8190,948,1896,1954,1954,53,53,10,2007
1316,206900,85.0,11075,2112,3064,1969,1969,39,39,6,2008
1317,295493,61.0,10226,1630,3252,2008,2008,1,1,1,2009
1318,208900,47.0,4230,1352,2704,2006,2007,1,0,4,2007
1319,275000,69.0,14781,1787,3540,2001,2002,5,4,8,2006
1320,111000,75.0,10215,948,1812,1954,1954,53,53,2,2007
1321,156500,70.0,8400,1478,2956,1957,1957,52,52,6,2009
1322,72500,69.0,6627,720,720,1949,1950,59,58,7,2008
1323,190000,107.0,10186,1923,2673,1992,1992,18,18,6,2010
1324,82500,50.0,5330,708,1128,1940,1950,69,59,12,2009
1325,147000,75.0,9986,1795,3590,2006,2007,1,0,2,2007
1326,55000,40.0,3636,796,1592,1922,1950,86,58,1,2008
1327,79000,70.0,4270,774,1318,1931,2006,76,1,5,2007
1328,130500,60.0,6600,816,1632,1982,2008,26,0,10,2008
1329,256000,60.0,10440,2792,4302,1920,1950,88,58,6,2008
1330,176500,63.0,9084,1632,2567,1998,1998,8,8,6,2006
1331,227000,85.0,10000,1588,3176,2006,2006,1,1,12,2007
1332,132500,55.0,10780,954,1865,1976,1976,30,30,7,2006
1333,100000,67.0,8877,816,1632,1938,1958,71,51,5,2009
1334,125500,60.0,7200,1360,2163,1938,1995,68,11,7,2006
1335,125000,24.0,2368,1365,2130,1970,1970,39,39,5,2009
1336,167900,80.0,9650,1334,2684,1977,1977,32,32,4,2009
1337,135000,87.0,9246,1656,3312,1973,1973,35,35,11,2008
1338,52500,153.0,4118,693,1386,1941,1950,65,56,3,2006
1339,200000,95.0,13450,1861,2777,2002,2002,4,4,6,2006
1340,128500,120.0,9560,864,1728,1972,1972,34,34,6,2006
1341,123000,70.0,8294,872,1730,1971,1971,36,36,6,2007
1342,155000,66.0,13695,1114,2228,2003,2004,5,4,7,2008
1343,228500,69.0,9375,2169,3453,2002,2002,5,5,8,2007
1344,177000,57.0,7558,1913,2809,1928,1950,81,59,3,2009
1345,155835,85.0,11103,1456,2184,2006,2006,1,1,7,2007
1346,108500,50.0,6000,960,1920,1920,1950,87,57,7,2007
1347,262500,69.0,20781,2156,3724,1968,2003,38,3,6,2006
1348,283463,93.0,15306,1776,3508,2006,2007,1,0,5,2007
1349,215000,69.0,16196,1494,2976,1998,1998,9,9,8,2007
1350,122000,50.0,5250,2358,2837,1872,1987,136,21,12,2008
1351,200000,91.0,11643,2634,3882,1969,1969,40,40,8,2009
1352,171000,70.0,9247,1716,2574,1962,1962,46,46,3,2008
1353,134900,50.0,6000,1176,1874,1937,2000,72,9,7,2009
1354,410000,56.0,14720,3238,5271,1995,1996,15,14,3,2010
1355,235000,69.0,10316,1865,2857,2000,2000,8,8,6,2008
1356,170000,102.0,10192,1920,2490,1968,1992,38,14,9,2006
1357,110000,69.0,9477,892,1756,1966,1966,42,42,10,2008
1358,149900,69.0,12537,1078,2156,1971,2008,39,2,4,2010
1359,177500,69.0,2117,1573,2329,2000,2000,10,10,6,2010
1360,315000,129.0,16737,1980,3960,2004,2005,2,1,9,2006
1361,189000,51.0,9842,2601,3213,1921,1998,87,10,5,2008
1362,260000,124.0,16158,1530,3060,2005,2005,4,4,6,2009
1363,104900,69.0,12513,1738,2453,1920,2007,89,2,6,2009
1364,156932,73.0,8499,1412,2028,2006,2007,1,0,3,2007
1365,144152,30.0,3180,1200,1720,2005,2005,1,1,4,2006
1366,216000,69.0,7500,1674,2488,2000,2000,10,10,1,2010
1367,193000,68.0,9179,1790,2663,1999,1999,9,9,6,2008
1368,127000,41.0,2665,1475,2232,1977,1977,29,29,7,2006
1369,144000,69.0,4435,848,1696,2003,2004,6,5,6,2009
1370,232000,48.0,10635,1668,3325,2003,2003,7,7,5,2010
1371,105000,90.0,5400,1374,2214,1920,1950,89,59,10,2009
1372,165500,80.0,9600,1661,2653,1955,1996,53,12,10,2008
1373,274300,75.0,9750,2097,3205,1998,1998,8,8,6,2006
1374,466500,69.0,11400,2633,5266,2001,2002,6,5,3,2007
1375,250000,85.0,10625,1958,2984,2005,2005,3,3,7,2008
1376,239000,89.0,10991,1571,3142,2007,2007,0,0,12,2007
1377,91000,52.0,6292,790,1558,1930,1950,78,58,4,2008
1378,117000,60.0,10998,1604,2588,1941,1960,68,49,7,2009
1379,83000,21.0,1953,987,1470,1973,1973,33,33,6,2006
1380,167500,73.0,9735,1394,1778,2006,2007,2,1,5,2008
1381,58500,45.0,8212,864,1728,1914,1950,96,60,6,2010
1382,237500,69.0,12925,2117,3322,1970,1970,38,38,5,2008
1383,157000,60.0,7200,1762,2358,1920,1950,86,56,10,2006
1384,112000,69.0,25339,1416,2232,1918,2007,89,0,8,2007
1385,105000,60.0,9060,1258,1818,1939,1950,70,59,10,2009
1386,125500,40.0,5436,1154,1950,1922,2007,88,3,5,2010
1387,250000,80.0,16692,2784,4176,1978,1978,28,28,7,2006
1388,136000,60.0,8520,2526,3240,1916,1950,91,57,8,2007
1389,377500,42.0,14892,1746,3492,2006,2007,3,2,10,2009
1390,131000,60.0,6000,1218,1953,1941,1950,66,57,3,2007
1391,235000,70.0,9100,1525,3050,2000,2000,6,6,9,2006
1392,124000,65.0,8944,1584,3168,1967,1967,42,42,4,2009
1393,123000,68.0,7838,900,1764,1967,1967,39,39,12,2006
1394,163000,60.0,10800,1912,2394,1905,2000,103,8,4,2008
1395,246578,53.0,4045,1500,2856,2006,2006,0,0,10,2006
1396,281213,88.0,12665,2482,3576,2005,2006,2,1,2,2007
1397,160000,69.0,57200,1687,2434,1948,1950,62,60,6,2010
1398,137500,51.0,6120,1513,2452,1920,2004,87,3,5,2007
1399,138000,60.0,7200,1904,3112,1950,1982,59,27,5,2009
1400,137450,51.0,6171,1608,2584,1925,1990,84,19,10,2009
1401,120000,50.0,6000,1158,2020,1929,1950,79,58,7,2008
1402,193000,62.0,7415,1593,2432,2004,2004,4,4,4,2008
1403,193879,64.0,6762,1294,2580,2006,2006,0,0,7,2006
1404,282922,49.0,15256,1464,2949,2007,2007,0,0,8,2007
1405,105000,60.0,10410,1214,1886,1915,1950,91,56,1,2006
1406,275000,44.0,3842,1646,3240,2004,2005,4,3,1,2008
1407,133000,70.0,8445,768,1536,1972,2007,37,2,3,2009
1408,112000,69.0,8780,833,1666,1985,1985,24,24,3,2009
1409,125500,60.0,7740,1363,1985,1910,1950,100,60,6,2010
1410,215000,46.0,20544,2093,2884,1986,1991,22,17,11,2008
1411,230000,79.0,12420,1840,2784,2001,2001,8,8,6,2009
1412,140000,80.0,9600,1668,2524,1950,2005,59,4,9,2009
1413,90000,60.0,7200,1040,1040,1949,1950,60,59,6,2009
1414,257000,88.0,10994,1844,3688,2005,2006,4,3,9,2009
1415,207000,64.0,13053,1848,2681,1923,2000,85,8,6,2008
1416,175900,51.0,3635,1569,2955,2007,2007,2,2,5,2009
1417,122500,60.0,11340,2290,3067,1885,1950,125,60,4,2010
1418,340000,69.0,16545,2450,3734,1998,1998,11,11,5,2009
1419,124000,71.0,9204,1144,2288,1963,1963,45,45,8,2008
1420,223000,69.0,16381,1844,3688,1969,1969,37,37,12,2006
1421,179900,90.0,11700,1416,2124,1968,1968,38,38,5,2006
1422,127500,53.0,4043,1069,2138,1977,1977,33,33,7,2010
1423,136500,37.0,4435,848,1696,2003,2003,5,5,3,2008
1424,274970,69.0,19690,2201,2898,1966,1966,40,40,8,2006
1425,144000,69.0,9503,1344,2368,1958,1983,49,24,6,2007
1426,142000,80.0,10721,1252,2504,1959,1959,49,49,10,2008
1427,271000,81.0,10944,2127,3350,1994,1994,14,14,8,2008
1428,140000,60.0,10930,1558,2471,1945,1950,63,58,4,2008
1429,119000,60.0,7200,804,1592,1940,1992,70,18,2,2010
1430,182900,69.0,12546,1440,2880,1981,1981,26,26,4,2007
1431,192140,60.0,21930,1838,2570,2005,2005,1,1,7,2006
1432,143750,69.0,4928,958,1916,1976,1976,33,33,10,2009
1433,64500,60.0,10800,968,1624,1927,2007,80,0,8,2007
1434,186500,93.0,10261,1792,2728,2000,2000,8,8,5,2008
1435,160000,80.0,17400,1126,2252,1977,1977,29,29,5,2006
1436,174000,80.0,8400,1537,2856,1962,2005,46,3,7,2008
1437,120500,60.0,9000,864,1728,1971,1971,36,36,5,2007
1438,394617,96.0,12444,1932,3864,2008,2008,0,0,11,2008
1439,149700,90.0,7407,1236,2148,1957,1996,53,14,4,2010
1440,197000,80.0,11584,1725,2264,1979,1979,28,28,11,2007
1441,191000,79.0,11526,2555,2759,1922,1994,86,14,9,2008
1442,149300,69.0,4426,848,1696,2004,2004,4,4,5,2008
1443,310000,85.0,11003,2007,3024,2008,2008,1,1,4,2009
1444,121000,69.0,8854,952,1904,1916,1950,93,59,5,2009
1445,179600,63.0,8500,1422,2844,2004,2004,3,3,11,2007
1446,129000,70.0,8400,913,1727,1966,1966,41,41,5,2007
1447,157900,69.0,26142,1188,2376,1962,1962,48,48,4,2010
1448,240000,80.0,10000,2090,3310,1995,1996,12,11,12,2007
1449,112000,70.0,11767,1346,1906,1910,2000,97,7,5,2007
1450,92000,21.0,1533,630,1260,1970,1970,36,36,8,2006
1451,136000,60.0,9000,1792,2688,1974,1974,35,35,9,2009
1452,287090,78.0,9262,1578,3151,2008,2009,1,0,5,2009
1453,145000,35.0,3675,1072,1619,2005,2005,1,1,5,2006
1454,84500,90.0,17217,1140,2280,2006,2006,0,0,7,2006
1455,185000,62.0,7500,1221,2442,2004,2005,5,4,10,2009
1456,175000,62.0,7917,1647,2600,1999,2000,8,7,8,2007
1457,210000,85.0,13175,2073,3615,1978,1988,32,22,2,2010
1458,266500,66.0,9042,2340,3492,1941,2006,69,4,5,2010
1459,142125,68.0,9717,1078,2156,1950,1996,60,14,4,2010
1460,147500,75.0,9937,1256,2512,1965,1965,43,43,6,2008
