Property_ID,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,HasGarage
1313,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,1
1314,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,1
1315,Detchd,1956.0,Unf,1,280,TA,TA,Y,1
1316,Attchd,1969.0,Unf,2,576,TA,TA,Y,1
1317,Attchd,2008.0,RFn,3,860,TA,TA,Y,1
1318,Attchd,2006.0,RFn,2,466,TA,TA,Y,1
1319,Attchd,2001.0,RFn,3,748,TA,TA,Y,1
1320,Attchd,1954.0,Unf,1,248,TA,TA,Y,1
1321,Attchd,1957.0,RFn,2,442,TA,TA,Y,1
1322,Detchd,1955.0,Unf,1,287,TA,Fa,Y,1
1323,Attchd,1992.0,RFn,2,564,TA,TA,Y,1
1324,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1325,Attchd,2007.0,RFn,3,895,TA,TA,Y,1
1326,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1327,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1328,Attchd,1982.0,Unf,1,264,TA,TA,Y,1
1329,Detchd,1920.0,Unf,2,520,Fa,TA,Y,1
1330,Attchd,1998.0,Fin,2,462,TA,TA,Y,1
1331,Attchd,2006.0,RFn,3,825,TA,TA,Y,1
1332,Detchd,1976.0,Unf,2,576,TA,TA,Y,1
1333,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,1
1334,Detchd,1951.0,Unf,1,297,TA,TA,Y,1
1335,Attchd,1970.0,Unf,2,440,TA,TA,Y,1
1336,Attchd,1977.0,RFn,2,630,TA,TA,Y,1
1337,Detchd,1973.0,Unf,2,506,TA,TA,Y,1
1338,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1339,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,1
1340,Attchd,1972.0,RFn,1,288,TA,TA,Y,1
1341,Detchd,1974.0,Unf,4,480,TA,TA,Y,1
1342,Detchd,2004.0,Unf,2,576,TA,TA,Y,1
1343,Attchd,2002.0,RFn,2,647,TA,TA,Y,1
1344,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,1
1345,Attchd,2006.0,Fin,2,440,TA,TA,Y,1
1346,Detchd,1997.0,Unf,1,308,TA,TA,Y,1
1347,Attchd,1968.0,RFn,2,508,Gd,TA,Y,1
1348,Attchd,2006.0,Fin,3,712,TA,TA,Y,1
1349,Attchd,1998.0,RFn,2,514,TA,TA,Y,1
1350,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1351,Detchd,1969.0,Unf,4,968,TA,TA,Y,1
1352,Attchd,1962.0,Fin,2,490,TA,TA,Y,1
1353,Detchd,1999.0,Unf,2,624,TA,TA,N,1
1354,Attchd,1996.0,Fin,3,666,TA,TA,Y,1
1355,Attchd,2000.0,RFn,3,839,TA,TA,Y,1
1356,Attchd,1968.0,RFn,2,487,TA,TA,Y,1
1357,Attchd,1966.0,RFn,1,264,TA,TA,Y,1
1358,Attchd,1971.0,Fin,2,500,TA,TA,Y,1
1359,Detchd,2000.0,Unf,2,440,TA,TA,Y,1
1360,Attchd,2004.0,Fin,3,770,TA,TA,Y,1
1361,BuiltIn,1998.0,RFn,2,621,TA,TA,Y,1
1362,Attchd,2005.0,Fin,2,430,TA,TA,Y,1
1363,Attchd,1920.0,Unf,1,368,TA,TA,Y,1
1364,BuiltIn,2007.0,Fin,2,432,TA,TA,Y,1
1365,Detchd,2005.0,RFn,2,480,TA,TA,Y,1
1366,Attchd,2000.0,RFn,2,663,TA,TA,Y,1
1367,Attchd,1999.0,RFn,2,588,TA,TA,Y,1
1368,Attchd,1977.0,RFn,1,336,TA,TA,Y,1
1369,Attchd,2003.0,Fin,2,420,TA,TA,Y,1
1370,Attchd,2003.0,Fin,2,502,TA,TA,Y,1
1371,Detchd,1967.0,Fin,1,338,TA,TA,Y,1
1372,BuiltIn,1955.0,RFn,1,377,TA,TA,Y,1
1373,Detchd,1998.0,RFn,2,583,TA,TA,Y,1
1374,Attchd,2001.0,RFn,3,804,TA,TA,Y,1
1375,Attchd,2005.0,Fin,3,936,TA,TA,Y,1
1376,Attchd,2007.0,Fin,3,722,TA,TA,Y,1
1377,Detchd,1925.0,Unf,1,160,Fa,TA,Y,1
1378,Detchd,1977.0,Unf,2,660,TA,TA,Y,1
1379,Detchd,1973.0,Unf,1,264,TA,TA,Y,1
1380,BuiltIn,2007.0,Fin,2,400,TA,TA,Y,1
1381,Detchd,1938.0,Unf,1,200,TA,Fa,Y,1
1382,Attchd,1970.0,Fin,2,550,TA,TA,Y,1
1383,Detchd,1989.0,Unf,2,576,TA,TA,N,1
1384,Attchd,2007.0,Unf,2,576,TA,TA,N,1
1385,Detchd,1939.0,Unf,1,280,TA,TA,P,1
1386,Detchd,1922.0,Unf,1,240,TA,TA,N,1
1387,Attchd,1978.0,RFn,2,564,TA,TA,Y,1
1388,Detchd,1916.0,Unf,1,216,TA,TA,Y,1
1389,Attchd,2006.0,Fin,3,758,TA,TA,Y,1
1390,Detchd,2003.0,Unf,2,440,TA,TA,Y,1
1391,Attchd,2000.0,RFn,2,541,TA,TA,Y,1
1392,Detchd,1967.0,Unf,3,792,TA,TA,Y,1
1393,Attchd,1967.0,RFn,1,288,TA,TA,Y,1
1394,Detchd,2003.0,Unf,2,672,Gd,TA,Y,1
1395,Attchd,2006.0,Fin,3,648,TA,TA,Y,1
1396,BuiltIn,2005.0,Fin,3,642,TA,TA,Y,1
1397,Detchd,1966.0,Unf,2,572,TA,TA,N,1
1398,Detchd,1933.0,Unf,1,180,Fa,Fa,N,1
1399,Attchd,1950.0,Unf,1,240,TA,TA,Y,1
1400,Detchd,1925.0,Unf,1,216,Fa,TA,Y,1
1401,BuiltIn,1929.0,RFn,1,208,TA,TA,Y,1
1402,Attchd,2004.0,Fin,2,398,TA,TA,Y,1
1403,Attchd,2006.0,RFn,2,662,TA,TA,Y,1
1404,Attchd,2007.0,Unf,3,754,TA,TA,Y,1
1405,Detchd,1998.0,Unf,3,936,TA,TA,Y,1
1406,Attchd,2004.0,Fin,2,482,TA,TA,Y,1
1407,Detchd,1988.0,Unf,2,396,TA,TA,Y,1
1408,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1409,Detchd,1966.0,Unf,2,528,TA,TA,Y,1
1410,Attchd,1986.0,Fin,2,542,TA,TA,Y,1
1411,Attchd,2001.0,RFn,2,622,TA,TA,Y,1
1412,Attchd,1950.0,Unf,1,271,TA,TA,Y,1
1413,Detchd,1956.0,Unf,2,420,TA,TA,Y,1
1414,Attchd,2005.0,Fin,2,620,TA,TA,Y,1
1415,Detchd,1922.0,Unf,2,370,TA,TA,N,1
1416,Attchd,2007.0,RFn,3,660,TA,TA,Y,1
1417,Detchd,1971.0,Unf,2,560,TA,TA,N,1
1418,Attchd,1998.0,Fin,3,1069,TA,TA,Y,1
1419,Detchd,1962.0,Unf,1,336,TA,TA,Y,1
1420,Attchd,1969.0,RFn,2,540,TA,TA,Y,1
1421,Attchd,1968.0,RFn,2,776,TA,TA,Y,1
1422,Attchd,1977.0,RFn,2,440,TA,TA,Y,1
1423,Attchd,2003.0,Fin,2,420,TA,TA,Y,1
1424,Attchd,1966.0,Unf,2,432,Gd,Gd,Y,1
1425,Detchd,1970.0,Unf,1,484,TA,TA,Y,1
1426,Detchd,1960.0,Unf,2,528,TA,TA,Y,1
1427,Attchd,1994.0,RFn,2,525,TA,TA,Y,1
1428,Attchd,1962.0,Unf,1,288,TA,TA,Y,1
1429,Attchd,1940.0,Unf,1,240,TA,TA,Y,1
1430,Attchd,1981.0,Fin,2,467,TA,TA,Y,1
1431,BuiltIn,2005.0,Fin,2,372,TA,TA,Y,1
1432,Attchd,1976.0,RFn,2,440,TA,TA,Y,1
1433,Detchd,1928.0,Unf,1,216,Fa,Fa,Y,1
1434,Attchd,2000.0,Fin,2,451,TA,TA,Y,1
1435,Attchd,1977.0,RFn,2,484,TA,TA,P,1
1436,Attchd,1962.0,RFn,2,462,TA,TA,Y,1
1437,Detchd,1974.0,Unf,2,528,TA,TA,Y,1
1438,Attchd,2008.0,Fin,3,774,TA,TA,Y,1
1439,Attchd,1957.0,Unf,2,923,TA,TA,Y,1
1440,Attchd,1979.0,RFn,2,550,TA,TA,Y,1
1441,Detchd,1993.0,Fin,2,672,TA,TA,Y,1
1442,Attchd,2004.0,RFn,2,420,TA,TA,Y,1
1443,Attchd,2008.0,Fin,3,812,TA,TA,Y,1
1444,Detchd,1916.0,Unf,1,192,Fa,Po,P,1
1445,Attchd,2004.0,RFn,2,626,TA,TA,Y,1
1446,Detchd,1990.0,Unf,1,240,TA,TA,Y,1
1447,Attchd,1962.0,Unf,1,312,TA,TA,P,1
1448,Attchd,1995.0,RFn,2,556,TA,TA,Y,1
1449,Detchd,1950.0,Unf,1,384,Fa,TA,Y,1
1450,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1451,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1452,Attchd,2008.0,Fin,3,840,TA,TA,Y,1
1453,Basment,2005.0,Fin,2,525,TA,TA,Y,1
1454,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1455,Attchd,2004.0,RFn,2,400,TA,TA,Y,1
1456,Attchd,1999.0,RFn,2,460,TA,TA,Y,1
1457,Attchd,1978.0,Unf,2,500,TA,TA,Y,1
1458,Attchd,1941.0,RFn,1,252,TA,TA,Y,1
1459,Attchd,1950.0,Unf,1,240,TA,TA,Y,1
1460,Attchd,1965.0,Fin,1,276,TA,TA,Y,1
